250,0.481626232,,
590,0.517455366,,
500,0.515950108,,
940,0.515360562,,
720,0.515680277,,0.518509943
970,0.515369205,,
200,0.476205862,,
650,0.514908332,,
470,0.515147088,,
700,0.51603939,,
570,0.517682043,,
340,0.513360983,,
440,0.515634521,,
210,0.472203051,,
390,0.518509943,,"['CQ', 'FD', 'FQ', 'GG', 'IR', 'JK', 'NF', 'O', 'OQ', 'PA', 'PF', 'RQ']"
630,0.516995973,,act 0 : 0.16539923954372623
220,0.47385631,,act 1 : 0.4992548435171385
890,0.514968956,,act 2 : 0.2850412249705536
680,0.515392472,,act 3 : 0.49058756417569876
460,0.515418663,,act 4 : 0.32558139534883723
190,0.475308502,,act 5 : 0.07142857142857142
980,0.51523707,,act 6 : 0.22549019607843135
100,0.423329371,,act 7 : 0.018083182640144666
800,0.51501902,,act 8 : 0.853515625
730,0.514747064,,act 9 : 0.7276007215874924
80,0.416622326,,act 10 : 0.35123042505592844
260,0.503046105,,act 11 : 0.19413092550790068
900,0.515070315,,
170,0.462287913,,
300,0.502832653,,
640,0.517447612,,
820,0.515334513,,
690,0.514934422,,
520,0.51582247,,
870,0.515228799,,
780,0.515087648,,
960,0.514573707,,
130,0.456322527,,
910,0.515140877,,
540,0.516119954,,
370,0.51710091,,
10,0.390813576,,
60,0.41310766,,
550,0.515819689,,
280,0.500557322,,
580,0.517531799,,
40,0.411082142,,
490,0.515088967,,
840,0.516108769,,
270,0.499587919,,
450,0.515509027,,
360,0.51711598,,
90,0.41742661,,
110,0.439108828,,
530,0.51555791,,
180,0.472379106,,
400,0.517871639,,
380,0.517462803,,
510,0.515828474,,
660,0.515016393,,
160,0.461664943,,
30,0.392574242,,
990,0.514642977,,
140,0.458883933,,
350,0.514749111,,
120,0.454745537,,
600,0.517483045,,
760,0.515763722,,
20,0.38326487,,
150,0.462076266,,
750,0.515431002,,
480,0.515252533,,
710,0.514353553,,
330,0.513436495,,
930,0.514762108,,
830,0.514960823,,
320,0.513088936,,
50,0.411035065,,
290,0.50112282,,
410,0.51570625,,
240,0.479695306,,
670,0.515254702,,
1000,0.514655158,,
790,0.514986132,,
770,0.515221886,,
610,0.517437881,,
810,0.514466849,,
420,0.514835587,,
920,0.514760779,,
950,0.514239458,,
850,0.514553755,,
880,0.514959727,,
740,0.514831892,,
430,0.515542947,,
230,0.474749899,,
860,0.514810475,,
560,0.51730214,,
70,0.420558941,,
310,0.503290978,,
620,0.51721828,,